symbol,timestamp,price
.XBTUSDPI,2021-09-03T23:01:00.000Z,0.000686
.XBTUSDPI,2021-09-03T23:02:00.000Z,0.000606
.XBTUSDPI,2021-09-03T23:03:00.000Z,0.00088
.XBTUSDPI,2021-09-03T23:04:00.000Z,0.000752
.XBTUSDPI,2021-09-03T23:05:00.000Z,0.000971
.XBTUSDPI,2021-09-03T23:06:00.000Z,0.000487
.XBTUSDPI,2021-09-03T23:07:00.000Z,0.000413
.XBTUSDPI,2021-09-03T23:08:00.000Z,0.000566
.XBTUSDPI,2021-09-03T23:09:00.000Z,0.000766
.XBTUSDPI,2021-09-03T23:10:00.000Z,0.00071
.XBTUSDPI,2021-09-03T23:11:00.000Z,0.001116
.XBTUSDPI,2021-09-03T23:12:00.000Z,0.00096
.XBTUSDPI,2021-09-03T23:13:00.000Z,0.000893
.XBTUSDPI,2021-09-03T23:14:00.000Z,0.000819
.XBTUSDPI,2021-09-03T23:15:00.000Z,0.000723
.XBTUSDPI,2021-09-03T23:16:00.000Z,0.000812
.XBTUSDPI,2021-09-03T23:17:00.000Z,0.000766
.XBTUSDPI,2021-09-03T23:18:00.000Z,0.000714
.XBTUSDPI,2021-09-03T23:19:00.000Z,0.001143
.XBTUSDPI,2021-09-03T23:20:00.000Z,0.000956
.XBTUSDPI,2021-09-03T23:21:00.000Z,0.00085
.XBTUSDPI,2021-09-03T23:22:00.000Z,0.001008
.XBTUSDPI,2021-09-03T23:23:00.000Z,0.000546
.XBTUSDPI,2021-09-03T23:24:00.000Z,0.00077
.XBTUSDPI,2021-09-03T23:25:00.000Z,0.000857
.XBTUSDPI,2021-09-03T23:26:00.000Z,0.000496
.XBTUSDPI,2021-09-03T23:27:00.000Z,0.000641
.XBTUSDPI,2021-09-03T23:28:00.000Z,0.000575
.XBTUSDPI,2021-09-03T23:29:00.000Z,0.001166
.XBTUSDPI,2021-09-03T23:30:00.000Z,0.000677
.XBTUSDPI,2021-09-03T23:31:00.000Z,0.000577
