symbol,timestamp,price
.XBTUSDPI,2021-09-03T20:01:00.000Z,0.00041
.XBTUSDPI,2021-09-03T20:02:00.000Z,0.000473
.XBTUSDPI,2021-09-03T20:03:00.000Z,0.000831
.XBTUSDPI,2021-09-03T20:04:00.000Z,0.001073
.XBTUSDPI,2021-09-03T20:05:00.000Z,0.000936
.XBTUSDPI,2021-09-03T20:06:00.000Z,0.00074
.XBTUSDPI,2021-09-03T20:07:00.000Z,0.000729
.XBTUSDPI,2021-09-03T20:08:00.000Z,0.00073
.XBTUSDPI,2021-09-03T20:09:00.000Z,0.000959
.XBTUSDPI,2021-09-03T20:10:00.000Z,0.000708
.XBTUSDPI,2021-09-03T20:11:00.000Z,0.000811
.XBTUSDPI,2021-09-03T20:12:00.000Z,0.000746
.XBTUSDPI,2021-09-03T20:13:00.000Z,0.000655
.XBTUSDPI,2021-09-03T20:14:00.000Z,0.000612
.XBTUSDPI,2021-09-03T20:15:00.000Z,0.000754
.XBTUSDPI,2021-09-03T20:16:00.000Z,0.000585
.XBTUSDPI,2021-09-03T20:17:00.000Z,-4.2e-05
.XBTUSDPI,2021-09-03T20:18:00.000Z,0.000696
.XBTUSDPI,2021-09-03T20:19:00.000Z,0.001026
.XBTUSDPI,2021-09-03T20:20:00.000Z,0.000965
.XBTUSDPI,2021-09-03T20:21:00.000Z,0.000784
.XBTUSDPI,2021-09-03T20:22:00.000Z,0.000765
.XBTUSDPI,2021-09-03T20:23:00.000Z,0.000846
.XBTUSDPI,2021-09-03T20:24:00.000Z,0.001195
.XBTUSDPI,2021-09-03T20:25:00.000Z,0.000911
.XBTUSDPI,2021-09-03T20:26:00.000Z,0.001037
.XBTUSDPI,2021-09-03T20:27:00.000Z,0.001064
.XBTUSDPI,2021-09-03T20:28:00.000Z,0.000595
.XBTUSDPI,2021-09-03T20:29:00.000Z,0.000868
.XBTUSDPI,2021-09-03T20:30:00.000Z,0.000605
.XBTUSDPI,2021-09-03T20:31:00.000Z,0.000968
.XBTUSDPI,2021-09-03T20:32:00.000Z,0.001083
.XBTUSDPI,2021-09-03T20:33:00.000Z,0.000525
.XBTUSDPI,2021-09-03T20:34:00.000Z,0.000766
.XBTUSDPI,2021-09-03T20:35:00.000Z,0.000315
.XBTUSDPI,2021-09-03T20:36:00.000Z,0.000561
.XBTUSDPI,2021-09-03T20:37:00.000Z,0.000589
.XBTUSDPI,2021-09-03T20:38:00.000Z,0.000572
.XBTUSDPI,2021-09-03T20:39:00.000Z,0.000751
.XBTUSDPI,2021-09-03T20:40:00.000Z,0.000593
.XBTUSDPI,2021-09-03T20:41:00.000Z,0.000407
.XBTUSDPI,2021-09-03T20:42:00.000Z,0.000851
.XBTUSDPI,2021-09-03T20:43:00.000Z,0.001014
.XBTUSDPI,2021-09-03T20:44:00.000Z,0.000789
.XBTUSDPI,2021-09-03T20:45:00.000Z,0.000782
.XBTUSDPI,2021-09-03T20:46:00.000Z,0.001145
.XBTUSDPI,2021-09-03T20:47:00.000Z,0.001106
.XBTUSDPI,2021-09-03T20:48:00.000Z,0.000975
.XBTUSDPI,2021-09-03T20:49:00.000Z,0.001123
.XBTUSDPI,2021-09-03T20:50:00.000Z,0.000979
.XBTUSDPI,2021-09-03T20:51:00.000Z,0.00095
.XBTUSDPI,2021-09-03T20:52:00.000Z,0.001249
.XBTUSDPI,2021-09-03T20:53:00.000Z,0.000981
.XBTUSDPI,2021-09-03T20:54:00.000Z,0.001088
.XBTUSDPI,2021-09-03T20:55:00.000Z,0.000919
.XBTUSDPI,2021-09-03T20:56:00.000Z,0.001162
.XBTUSDPI,2021-09-03T20:57:00.000Z,0.000862
.XBTUSDPI,2021-09-03T20:58:00.000Z,0.000866
.XBTUSDPI,2021-09-03T20:59:00.000Z,0.00083
.XBTUSDPI,2021-09-03T21:00:00.000Z,0.000776
.XBTUSDPI,2021-09-03T21:01:00.000Z,0.000826
.XBTUSDPI,2021-09-03T21:02:00.000Z,0.000882
.XBTUSDPI,2021-09-03T21:03:00.000Z,0.000959
.XBTUSDPI,2021-09-03T21:04:00.000Z,0.000632
.XBTUSDPI,2021-09-03T21:05:00.000Z,0.000781
.XBTUSDPI,2021-09-03T21:06:00.000Z,0.000887
.XBTUSDPI,2021-09-03T21:07:00.000Z,0.000772
.XBTUSDPI,2021-09-03T21:08:00.000Z,0.000755
.XBTUSDPI,2021-09-03T21:09:00.000Z,0.000767
.XBTUSDPI,2021-09-03T21:10:00.000Z,0.000758
.XBTUSDPI,2021-09-03T21:11:00.000Z,0.000741
.XBTUSDPI,2021-09-03T21:12:00.000Z,0.000964
.XBTUSDPI,2021-09-03T21:13:00.000Z,0.000902
.XBTUSDPI,2021-09-03T21:14:00.000Z,0.000792
.XBTUSDPI,2021-09-03T21:15:00.000Z,0.000868
.XBTUSDPI,2021-09-03T21:16:00.000Z,0.000872
.XBTUSDPI,2021-09-03T21:17:00.000Z,0.000946
.XBTUSDPI,2021-09-03T21:18:00.000Z,0.000976
.XBTUSDPI,2021-09-03T21:19:00.000Z,0.00099
.XBTUSDPI,2021-09-03T21:20:00.000Z,0.000979
.XBTUSDPI,2021-09-03T21:21:00.000Z,0.000952
.XBTUSDPI,2021-09-03T21:22:00.000Z,0.000981
.XBTUSDPI,2021-09-03T21:23:00.000Z,0.000899
.XBTUSDPI,2021-09-03T21:24:00.000Z,0.000746
.XBTUSDPI,2021-09-03T21:25:00.000Z,0.000574
.XBTUSDPI,2021-09-03T21:26:00.000Z,0.000743
.XBTUSDPI,2021-09-03T21:27:00.000Z,0.000868
.XBTUSDPI,2021-09-03T21:28:00.000Z,0.000823
.XBTUSDPI,2021-09-03T21:29:00.000Z,0.000866
.XBTUSDPI,2021-09-03T21:30:00.000Z,0.000852
.XBTUSDPI,2021-09-03T21:31:00.000Z,0.000863
.XBTUSDPI,2021-09-03T21:32:00.000Z,0.001142
.XBTUSDPI,2021-09-03T21:33:00.000Z,0.000982
.XBTUSDPI,2021-09-03T21:34:00.000Z,0.001076
.XBTUSDPI,2021-09-03T21:35:00.000Z,0.00122
.XBTUSDPI,2021-09-03T21:36:00.000Z,0.001141
.XBTUSDPI,2021-09-03T21:37:00.000Z,0.001178
.XBTUSDPI,2021-09-03T21:38:00.000Z,0.000896
.XBTUSDPI,2021-09-03T21:39:00.000Z,0.000866
.XBTUSDPI,2021-09-03T21:40:00.000Z,0.000689
.XBTUSDPI,2021-09-03T21:41:00.000Z,0.000788
.XBTUSDPI,2021-09-03T21:42:00.000Z,0.0008
.XBTUSDPI,2021-09-03T21:43:00.000Z,0.000631
.XBTUSDPI,2021-09-03T21:44:00.000Z,0.000753
.XBTUSDPI,2021-09-03T21:45:00.000Z,0.000867
.XBTUSDPI,2021-09-03T21:46:00.000Z,0.00093
.XBTUSDPI,2021-09-03T21:47:00.000Z,0.001049
.XBTUSDPI,2021-09-03T21:48:00.000Z,0.001345
.XBTUSDPI,2021-09-03T21:49:00.000Z,0.000912
.XBTUSDPI,2021-09-03T21:50:00.000Z,0.000948
.XBTUSDPI,2021-09-03T21:51:00.000Z,0.000898
.XBTUSDPI,2021-09-03T21:52:00.000Z,0.000929
.XBTUSDPI,2021-09-03T21:53:00.000Z,0.000737
.XBTUSDPI,2021-09-03T21:54:00.000Z,0.000969
.XBTUSDPI,2021-09-03T21:55:00.000Z,0.001182
.XBTUSDPI,2021-09-03T21:56:00.000Z,0.001374
.XBTUSDPI,2021-09-03T21:57:00.000Z,0.001413
.XBTUSDPI,2021-09-03T21:58:00.000Z,0.00138
.XBTUSDPI,2021-09-03T21:59:00.000Z,0.00138
.XBTUSDPI,2021-09-03T22:00:00.000Z,0.00119
.XBTUSDPI,2021-09-03T22:01:00.000Z,0.001629
.XBTUSDPI,2021-09-03T22:02:00.000Z,0.001094
.XBTUSDPI,2021-09-03T22:03:00.000Z,0.001013
.XBTUSDPI,2021-09-03T22:04:00.000Z,0.000963
.XBTUSDPI,2021-09-03T22:05:00.000Z,0.000777
.XBTUSDPI,2021-09-03T22:06:00.000Z,0.00066
.XBTUSDPI,2021-09-03T22:07:00.000Z,0.000939
.XBTUSDPI,2021-09-03T22:08:00.000Z,0.000933
.XBTUSDPI,2021-09-03T22:09:00.000Z,0.001208
.XBTUSDPI,2021-09-03T22:10:00.000Z,0.001076
.XBTUSDPI,2021-09-03T22:11:00.000Z,0.000985
.XBTUSDPI,2021-09-03T22:12:00.000Z,0.001272
.XBTUSDPI,2021-09-03T22:13:00.000Z,0.002093
.XBTUSDPI,2021-09-03T22:14:00.000Z,0.000788
.XBTUSDPI,2021-09-03T22:15:00.000Z,0.000368
.XBTUSDPI,2021-09-03T22:16:00.000Z,0.00027
.XBTUSDPI,2021-09-03T22:17:00.000Z,0.001186
.XBTUSDPI,2021-09-03T22:18:00.000Z,0.000628
.XBTUSDPI,2021-09-03T22:19:00.000Z,0.000624
.XBTUSDPI,2021-09-03T22:20:00.000Z,0.0007
.XBTUSDPI,2021-09-03T22:21:00.000Z,0.000596
.XBTUSDPI,2021-09-03T22:22:00.000Z,0.000568
.XBTUSDPI,2021-09-03T22:23:00.000Z,0.000567
.XBTUSDPI,2021-09-03T22:24:00.000Z,0.000835
.XBTUSDPI,2021-09-03T22:25:00.000Z,0.000796
.XBTUSDPI,2021-09-03T22:26:00.000Z,0.000583
.XBTUSDPI,2021-09-03T22:27:00.000Z,0.000655
.XBTUSDPI,2021-09-03T22:28:00.000Z,0.000352
.XBTUSDPI,2021-09-03T22:29:00.000Z,0.001259
.XBTUSDPI,2021-09-03T22:30:00.000Z,0.000501
.XBTUSDPI,2021-09-03T22:31:00.000Z,0.001081
.XBTUSDPI,2021-09-03T22:32:00.000Z,0.000628
.XBTUSDPI,2021-09-03T22:33:00.000Z,0.001082
.XBTUSDPI,2021-09-03T22:34:00.000Z,0.000839
.XBTUSDPI,2021-09-03T22:35:00.000Z,0.000817
.XBTUSDPI,2021-09-03T22:36:00.000Z,0.000675
.XBTUSDPI,2021-09-03T22:37:00.000Z,0.001065
.XBTUSDPI,2021-09-03T22:38:00.000Z,0.000851
.XBTUSDPI,2021-09-03T22:39:00.000Z,0.001059
.XBTUSDPI,2021-09-03T22:40:00.000Z,0.001458
.XBTUSDPI,2021-09-03T22:41:00.000Z,0.000945
.XBTUSDPI,2021-09-03T22:42:00.000Z,0.001458
.XBTUSDPI,2021-09-03T22:43:00.000Z,0.001018
.XBTUSDPI,2021-09-03T22:44:00.000Z,0.000916
.XBTUSDPI,2021-09-03T22:45:00.000Z,0.000947
.XBTUSDPI,2021-09-03T22:46:00.000Z,0.00079
.XBTUSDPI,2021-09-03T22:47:00.000Z,0.00127
.XBTUSDPI,2021-09-03T22:48:00.000Z,0.001071
.XBTUSDPI,2021-09-03T22:49:00.000Z,0.000866
.XBTUSDPI,2021-09-03T22:50:00.000Z,0.000893
.XBTUSDPI,2021-09-03T22:51:00.000Z,0.000492
.XBTUSDPI,2021-09-03T22:52:00.000Z,0.000955
.XBTUSDPI,2021-09-03T22:53:00.000Z,0.000901
.XBTUSDPI,2021-09-03T22:54:00.000Z,0.000783
.XBTUSDPI,2021-09-03T22:55:00.000Z,0.001077
.XBTUSDPI,2021-09-03T22:56:00.000Z,0.000824
.XBTUSDPI,2021-09-03T22:57:00.000Z,0.000446
.XBTUSDPI,2021-09-03T22:58:00.000Z,0.000788
.XBTUSDPI,2021-09-03T22:59:00.000Z,0.000953
.XBTUSDPI,2021-09-03T23:00:00.000Z,0.000709
